MARKET HARBOROUGH ST MARY'S ROAD,,,,,,,,,,,,
Grid ref,SP739872,Long,-0.913,Lat,52.478,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,4.01,,,,,,,,
July,,,,3.23,,,,,,,,
August,,,,1.00,,,,,,,,
September,,,,4.70,,,,,,,,
October,,,,1.61,,,,,,,,
November,,,,4.27,,,,,,,,
December,,,,1.11,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,19.93,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
