KIRKINTILLOCH,,,,,,,,,,,,
Grid ref,NS6574,Long,-4.16,Lat,55.94,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,14.50,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.50,NaN,,
